frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_elbow_alignment_angle_deg,right_elbow_alignment_angle_deg,left_true_torso_angle_deg,right_true_torso_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,143.26,172.41,,172.41,24.49,48.11,141.92,131.89,0,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,unknown,148.21,169.63,,172.41,27.41,46.89,141.18,130.98,0,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,unknown,147.33,162.64,,172.41,25.73,43.19,143.06,133.14,0,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,unknown,146.57,160.48,,172.41,26.22,40.84,143.4,133.18,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,unknown,148.37,160.22,,172.41,26.09,39.45,144.15,134.89,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,unknown,148.9,157.75,,172.41,25.89,37.1,143.95,136.41,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,unknown,148.56,166.17,,172.41,24.43,38.06,146.45,138.83,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,unknown,147.14,161.28,,172.41,22.48,36.39,146.26,140.19,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,unknown,151.39,159.18,,172.41,23.02,33.77,147.48,142.05,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,unknown,150.95,153.8,,172.41,21.26,29.49,149.06,143.83,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,unknown,147.24,156.24,147.24,164.32,19.18,29.13,149.2,145.33,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,unknown,148.54,156.16,147.89,161.6,18.15,27.29,151.45,146.59,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,transition,transition,148.13,158.28,147.97,160.77,16.51,28.66,151.16,146.92,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,transition,transition,153.57,160.49,147.97,160.72,19.63,27.79,151.96,148.22,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,transition,transition,152.46,159.68,147.97,160.54,18.51,26.95,153.93,148.83,1,1,0,0,0,0,0,0,0,,
16,0.534,0,0,transition,transition,153.36,160.97,147.97,160.6,17.68,26.12,155.98,150.38,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,transition,transition,150.16,160.7,147.97,160.62,12.4,23.35,158.14,152.47,1,1,0,0,0,0,0,0,0,,
18,0.601,0,0,transition,down,153.56,161.14,147.97,,12.27,22.92,158.8,153.83,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
19,0.634,0,0,transition,down,154.61,163.21,147.97,163.21,9.89,20.95,161.42,156.22,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
20,0.667,0,0,transition,down,155.75,162.5,147.97,162.85,18.2,19.11,158.64,157.08,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
21,0.701,0,0,transition,down,157.38,163.93,147.97,163.21,11.2,15.91,161.7,159.51,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
22,0.734,0,0,transition,down,169.14,164.19,147.97,163.46,16.6,14.57,163.4,160.7,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
23,0.767,0,0,transition,down,165.16,164.73,147.97,163.71,3.29,12.16,165.2,162.93,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
24,0.801,0,0,transition,down,169.42,165.0,147.97,163.93,2.63,9.57,168.77,165.08,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
25,0.834,0,0,transition,down,175.82,166.96,147.97,164.36,4.29,9.06,170.26,166.65,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
26,0.867,0,0,transition,down,159.42,164.15,147.97,164.33,5.71,6.77,169.74,167.12,0,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
27,0.901,0,0,transition,down,175.74,165.35,147.97,164.45,2.21,4.47,172.32,169.78,1,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
28,0.934,0,0,transition,down,169.86,165.79,147.97,164.58,4.81,3.23,172.69,171.24,0,1,0,0,0,0,0,0,0,,Did not reach UP position (arm angle must be < 50°); Torso angle exceeded 30° (3-frame avg) during rep cycle
