frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,124.71,135.0,124.71,135.0,26.18,23.06,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,transition,46.82,84.99,85.77,110.0,21.39,23.61,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,up,transition,49.78,46.04,73.77,88.68,21.07,24.65,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,up,up,38.68,36.03,65.0,75.52,19.87,22.39,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,up,up,39.15,36.48,59.83,67.71,20.04,21.97,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,up,up,35.73,32.69,55.81,61.87,23.02,22.76,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,up,up,33.21,34.08,52.58,57.9,24.45,24.71,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,up,up,28.02,30.79,49.51,54.51,27.2,25.28,0,1,0,0,0,0,0,0,0,,
9,0.3,0,0,up,up,28.91,30.66,47.22,51.86,27.34,25.15,0,1,0,0,0,0,0,0,0,,
10,0.334,0,0,up,up,28.35,33.29,45.34,50.01,28.16,27.16,0,0,0,0,0,0,0,0,0,,
11,0.367,0,0,up,up,25.72,31.31,43.55,48.31,30.23,25.97,0,0,0,0,0,0,0,0,0,,
12,0.4,0,0,up,up,23.92,27.41,41.92,46.57,28.82,27.25,0,0,0,0,0,0,0,0,0,,
13,0.434,0,0,up,up,22.5,26.04,33.4,37.49,27.44,27.39,0,0,0,0,0,0,0,0,0,,
14,0.467,0,0,up,up,23.18,28.62,31.43,32.79,27.95,26.9,0,0,0,0,0,0,0,0,0,,
15,0.501,0,0,up,up,26.02,27.67,29.45,31.26,28.88,26.89,0,0,0,0,0,0,0,0,0,,
16,0.534,0,0,up,up,27.13,27.2,28.49,30.52,29.33,27.81,0,0,0,0,0,0,0,0,0,,
17,0.567,0,0,up,up,26.96,28.4,27.47,29.85,29.66,27.77,0,0,0,0,0,0,0,0,0,,
18,0.601,0,0,up,up,24.67,28.21,26.55,29.47,28.72,26.96,0,0,0,0,0,0,0,0,0,,
19,0.634,0,0,up,up,24.39,27.12,25.81,28.89,29.39,26.86,0,0,0,0,0,0,0,0,0,,
20,0.667,0,0,up,up,25.65,27.16,25.62,28.59,29.44,27.41,0,0,0,0,0,0,0,0,0,,
21,0.701,0,0,up,up,23.38,26.55,25.16,28.25,29.66,28.05,0,0,0,0,0,0,0,0,0,,
22,0.734,0,0,up,up,23.66,26.26,24.77,27.66,28.88,27.23,0,0,0,0,0,0,0,0,0,,
23,0.767,0,0,up,up,23.85,24.24,24.61,27.07,30.14,28.26,0,0,0,0,0,0,0,0,0,,
24,0.801,0,0,up,up,22.59,24.84,24.5,26.86,29.97,28.97,0,0,0,0,0,0,0,0,0,,
25,0.834,0,0,up,up,21.04,24.16,24.38,26.7,28.4,27.85,0,0,0,0,0,0,0,0,0,,
26,0.868,0,0,up,up,19.52,23.53,24.07,26.28,28.21,28.47,0,0,0,0,0,0,0,0,0,,
27,0.901,0,0,up,up,19.46,26.09,23.53,26.15,28.77,30.56,0,0,0,0,0,0,0,0,0,,
28,0.934,0,0,up,up,19.31,25.17,22.87,25.98,29.05,30.73,0,0,0,0,0,0,0,0,0,,
29,0.968,0,0,up,up,19.33,26.17,22.24,25.79,29.2,30.2,0,0,0,0,0,0,0,0,0,,
30,1.001,0,0,up,up,19.08,25.94,21.77,25.6,30.23,30.53,0,0,0,0,0,0,0,0,0,,
31,1.034,0,0,up,up,19.89,25.7,21.4,25.48,31.0,30.22,0,0,0,0,0,0,0,0,0,,
32,1.068,0,0,up,up,19.38,26.48,20.87,25.43,30.23,30.38,0,0,0,0,0,0,0,0,0,,
33,1.101,0,0,up,up,19.73,25.72,20.57,25.36,30.42,30.24,0,0,0,0,0,0,0,0,0,,
34,1.134,0,0,up,up,19.45,26.23,20.22,25.36,30.14,30.4,0,0,0,0,0,0,0,0,0,,
35,1.168,0,0,up,up,19.01,26.23,19.82,25.52,29.98,30.42,0,0,0,0,0,0,0,0,0,,
36,1.201,0,0,up,up,19.12,27.81,19.53,25.77,28.78,30.68,0,0,0,0,0,0,0,0,0,,
37,1.235,0,0,up,up,19.69,27.7,19.42,26.07,28.98,29.93,0,0,0,0,0,0,0,0,0,,
38,1.268,0,0,up,up,19.9,27.2,19.45,26.37,28.43,28.86,0,0,0,0,0,0,0,0,0,,
39,1.301,0,0,up,up,20.13,26.82,19.5,26.43,28.47,29.05,0,0,0,0,0,0,0,0,0,,
40,1.335,0,0,up,up,21.07,25.94,19.65,26.5,28.65,28.53,0,0,0,0,0,0,0,0,0,,
41,1.368,0,0,up,up,21.59,28.06,19.84,26.65,28.44,27.0,0,0,0,0,0,0,0,0,0,,
42,1.401,0,0,up,up,22.34,27.55,20.11,26.79,29.02,26.58,0,0,0,0,0,0,0,0,0,,
43,1.435,0,0,up,up,22.32,27.48,20.31,26.94,28.81,26.56,0,0,0,0,0,0,0,0,0,,
44,1.468,0,0,up,up,24.74,27.43,20.76,27.02,29.46,27.23,0,0,0,0,0,0,0,0,0,,
45,1.502,0,0,up,up,24.12,25.77,21.12,27.02,28.27,28.27,0,0,0,0,0,0,0,0,0,,
46,1.535,0,0,up,up,23.06,27.01,21.42,27.08,29.45,28.9,0,0,0,0,0,0,0,0,0,,
47,1.568,0,0,up,up,23.38,25.93,21.79,27.06,28.96,28.28,0,0,0,0,0,0,0,0,0,,
48,1.602,0,0,up,up,25.52,26.04,22.32,26.91,29.79,28.02,0,0,0,0,0,0,0,0,0,,
49,1.635,0,0,up,up,25.06,28.97,22.77,27.02,28.73,28.61,0,0,0,0,0,0,0,0,0,,
50,1.668,0,0,up,up,24.82,31.05,23.18,27.34,30.01,28.37,0,0,0,0,0,0,0,0,0,,
51,1.702,0,0,up,up,24.63,27.44,23.55,27.39,27.0,26.72,0,0,0,0,0,0,0,0,0,,
52,1.735,0,0,up,up,23.82,26.84,23.78,27.46,27.25,24.93,0,1,0,0,0,0,0,0,0,,
53,1.768,0,0,up,up,23.48,24.24,23.94,27.15,26.36,24.31,0,1,0,0,0,0,0,0,0,,
54,1.802,0,0,up,up,23.3,22.79,24.02,26.75,28.12,24.53,0,1,0,0,0,0,0,0,0,,
55,1.835,0,0,up,up,24.41,23.88,24.2,26.45,27.89,23.32,0,1,0,0,0,0,0,0,0,,
56,1.869,0,0,up,up,24.28,26.26,24.16,26.35,24.71,22.75,1,1,0,0,0,0,0,0,0,,
57,1.902,0,0,up,up,28.8,27.77,24.55,26.52,24.3,20.96,0,1,0,0,0,0,0,0,0,,
58,1.935,0,0,up,up,31.01,32.01,25.21,26.94,21.43,18.97,1,1,0,0,0,0,0,0,0,,
59,1.969,0,0,up,up,28.66,33.92,25.65,27.6,20.94,18.3,1,1,0,0,0,0,0,0,0,,
60,2.002,0,0,up,up,28.31,33.15,25.88,28.19,20.59,18.14,1,1,0,0,0,0,0,0,0,,
61,2.035,0,0,up,up,45.1,43.78,27.55,29.43,19.86,17.87,1,1,0,0,0,0,0,0,0,,
62,2.069,0,0,up,up,64.9,80.75,30.89,33.57,18.73,17.4,1,1,0,0,0,0,0,0,0,,
63,2.102,0,0,transition,transition,122.15,91.29,39.02,38.89,22.74,13.92,1,1,0,0,0,0,0,0,0,,
64,2.135,0,0,transition,transition,122.94,94.28,47.28,44.51,21.74,13.84,1,1,0,0,0,0,0,0,0,,
65,2.169,0,0,transition,transition,154.45,112.01,58.19,51.82,22.95,13.95,1,1,0,0,0,0,0,0,0,,
66,2.202,0,0,transition,transition,145.67,146.46,68.39,62.13,23.62,17.28,1,1,0,0,0,0,0,0,0,,
67,2.236,0,0,transition,transition,146.1,155.85,78.53,73.13,22.45,16.19,1,1,0,0,0,0,0,0,0,,
68,2.269,0,0,transition,transition,142.03,157.46,88.34,84.06,22.08,17.89,1,1,0,0,0,0,0,0,0,,
69,2.302,0,0,transition,transition,148.56,166.75,98.32,95.64,19.65,18.65,1,1,0,0,0,0,0,0,0,,
70,2.336,0,0,transition,down,162.85,172.08,109.31,,19.99,21.25,1,1,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
71,2.369,0,0,down,down,172.31,174.07,,174.07,19.95,17.66,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
72,2.402,0,0,down,down,170.22,174.53,170.22,174.3,19.45,17.69,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
73,2.436,0,0,down,down,173.25,178.6,171.74,175.73,19.88,17.82,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
74,2.469,0,0,down,down,174.24,176.37,172.57,175.89,19.58,18.41,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
75,2.502,0,0,down,down,172.62,179.01,172.58,176.52,17.74,17.66,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
76,2.536,0,0,down,down,172.12,178.19,172.49,176.79,17.36,16.34,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
77,2.569,0,0,down,down,174.48,179.9,172.82,177.24,17.03,16.5,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
78,2.603,0,0,down,down,173.85,178.48,172.97,177.39,17.02,16.64,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
79,2.636,0,0,down,down,174.91,179.18,173.21,177.59,16.89,15.41,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
80,2.669,0,0,down,down,175.29,179.54,173.44,177.79,16.95,15.77,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
81,2.703,0,0,down,down,177.3,177.8,173.83,177.79,17.62,16.83,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
82,2.736,0,0,down,down,177.18,178.62,174.13,177.86,16.67,16.49,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
83,2.769,0,0,down,down,177.99,176.56,174.45,178.06,16.46,16.61,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
84,2.803,0,0,down,down,178.04,175.52,175.11,178.15,16.13,16.24,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
85,2.836,0,0,down,down,177.74,176.46,175.48,177.97,16.08,16.75,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
86,2.87,0,0,down,down,178.75,176.16,175.86,177.95,16.22,16.31,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
87,2.903,0,0,down,down,179.27,177.32,176.41,177.81,16.08,15.87,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
88,2.936,0,0,down,down,179.65,179.19,177.04,177.9,16.17,15.73,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
89,2.97,0,0,down,down,179.69,179.71,177.47,177.88,15.95,15.39,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
90,3.003,0,0,down,down,179.42,178.27,177.94,177.86,15.44,15.35,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
91,3.036,0,0,down,down,179.93,177.9,178.35,177.76,15.75,15.28,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
92,3.07,0,0,down,down,179.99,177.52,178.75,177.59,15.45,15.67,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
93,3.103,0,0,down,down,179.99,177.91,178.97,177.6,15.73,15.47,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
94,3.136,0,0,down,down,179.26,177.45,179.14,177.5,14.94,15.45,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
95,3.17,0,0,down,down,178.47,177.42,179.18,177.57,14.73,15.45,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
96,3.203,0,0,down,down,178.96,177.76,179.26,177.76,14.79,15.28,1,1,0,0,0,0,0,0,0,Torso angle exceeded 30° (3-frame avg) during rep cycle,Torso angle exceeded 30° (3-frame avg) during rep cycle
