frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
7,0.234,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
10,0.334,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,unknown,unknown,,,,,,,1,1,0,0,0,0,0,0,0,,
13,0.434,0,0,unknown,unknown,,14.61,,14.61,,25.37,1,0,0,0,0,0,0,0,0,,
14,0.467,0,0,unknown,up,,10.3,,12.46,,4.99,1,0,0,0,0,0,0,0,0,,
15,0.501,0,0,unknown,up,11.53,56.5,11.53,27.14,0.28,3.68,0,0,0,0,0,0,0,0,0,,
16,0.534,0,0,up,transition,37.87,64.88,24.7,36.57,6.65,4.56,0,0,0,0,0,0,0,0,0,,
17,0.567,0,0,up,transition,9.17,34.02,19.52,36.06,21.03,2.46,0,0,0,0,0,0,0,0,0,,
18,0.601,0,0,up,up,7.82,42.73,16.6,37.17,4.2,4.95,0,0,0,0,0,0,0,0,0,,
19,0.634,0,0,up,up,46.72,36.31,22.62,37.05,51.73,40.22,0,0,0,0,0,0,0,0,0,,
20,0.667,0,0,up,up,90.4,68.96,33.92,41.04,84.83,53.63,0,0,0,0,0,0,0,0,0,,
21,0.701,0,0,transition,transition,87.96,68.3,41.64,44.07,89.43,70.64,0,0,0,0,0,0,0,0,0,,
22,0.734,0,0,transition,transition,94.4,67.1,48.23,46.37,90.25,45.48,1,0,0,0,0,0,0,0,0,,
23,0.767,0,0,transition,transition,94.4,67.1,48.23,46.37,,,1,1,0,0,0,0,0,0,0,,
24,0.801,0,0,transition,transition,98.65,178.11,53.84,58.35,115.22,50.74,0,0,0,0,0,0,0,0,0,,
25,0.834,0,0,transition,transition,163.79,145.53,64.83,65.61,54.03,164.13,0,0,0,0,0,0,0,0,0,,
26,0.868,0,0,transition,transition,156.36,132.97,73.15,75.48,43.93,151.83,0,0,0,0,0,0,0,0,0,,
27,0.901,0,0,transition,transition,109.02,168.03,76.14,88.62,126.85,59.5,0,0,0,0,0,0,0,0,0,,
28,0.934,0,0,transition,transition,110.57,170.66,84.39,98.13,127.41,49.37,0,0,0,0,0,0,0,0,0,,
29,0.968,0,0,transition,down,105.99,171.9,90.07,,119.29,57.85,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
30,1.001,0,0,transition,down,90.06,175.42,96.81,175.42,109.88,39.07,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
31,1.034,0,0,transition,down,89.12,170.71,103.59,173.07,110.18,43.33,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
32,1.068,0,0,transition,down,83.3,162.14,106.63,169.43,102.86,48.09,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
33,1.101,0,0,transition,down,94.7,162.28,106.99,167.64,116.92,51.0,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
34,1.134,0,0,transition,down,107.14,167.26,108.59,167.56,117.39,50.18,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
35,1.168,0,0,transition,down,145.66,173.78,112.86,168.6,55.84,171.62,0,1,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
36,1.201,0,0,transition,down,116.99,167.4,114.39,168.43,127.5,49.3,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
37,1.235,0,0,transition,down,63.34,178.22,106.02,169.65,46.03,41.93,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
38,1.268,0,0,transition,down,147.94,173.79,105.32,170.11,52.75,172.37,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
39,1.301,0,0,transition,down,147.79,175.91,108.55,170.69,54.73,179.22,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
40,1.335,0,0,transition,down,137.87,168.84,110.83,170.52,59.65,170.86,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
41,1.368,0,0,transition,down,147.73,136.81,114.3,167.71,52.03,148.38,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
42,1.401,0,0,transition,down,96.22,163.76,114.82,166.74,108.82,47.1,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
43,1.435,0,0,transition,down,136.74,41.63,118.79,155.98,15.88,23.5,0,1,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
44,1.468,0,0,transition,down,84.45,165.42,118.88,156.26,110.27,44.22,1,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
45,1.502,0,0,transition,down,98.67,178.48,119.21,157.61,1.6,42.35,1,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
46,1.535,0,0,transition,down,71.88,164.2,116.27,157.35,109.34,50.07,1,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
47,1.568,0,0,transition,down,164.68,179.82,117.86,157.86,41.25,170.26,0,1,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
48,1.602,0,0,transition,down,149.99,156.71,120.61,156.97,47.49,35.43,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
49,1.635,0,0,transition,down,96.63,179.25,123.38,157.05,115.49,42.67,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
50,1.668,0,0,transition,down,106.06,169.04,119.89,156.65,121.27,55.47,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
51,1.702,0,0,transition,down,157.92,141.31,120.73,153.77,42.53,153.32,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
52,1.735,0,0,transition,down,169.23,153.51,123.35,152.49,54.93,152.77,0,0,0,0,0,0,0,0,0,,Torso angle exceeded 30° (3-frame avg) during rep cycle
