frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,6.46,,6.46,,16.53,,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,up,unknown,3.06,,4.76,,15.81,,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,up,unknown,4.93,,4.82,,15.3,,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,up,unknown,2.25,,4.18,,15.11,,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,up,unknown,1.3,,3.6,,15.05,,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,up,unknown,1.78,,3.3,,12.71,,1,1,0,0,0,0,0,0,0,,
7,0.233,0,0,up,unknown,0.27,,2.87,,13.17,,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,up,unknown,0.55,,2.58,,12.79,,1,1,0,0,0,0,0,0,0,,
9,0.3,0,0,up,unknown,3.56,,2.69,,13.96,,1,1,0,0,0,0,0,0,0,,
10,0.333,0,0,up,unknown,4.06,31.02,2.82,31.02,13.17,17.82,1,1,0,0,0,0,0,0,0,,
11,0.367,0,0,up,up,4.19,30.83,2.95,30.93,13.0,18.26,1,1,0,0,0,0,0,0,0,,
12,0.4,0,0,up,up,4.81,29.87,3.1,30.57,12.85,18.22,1,1,0,0,0,0,0,0,0,,
13,0.433,0,0,up,up,6.82,28.75,3.13,30.12,12.86,18.17,1,1,0,0,0,0,0,0,0,,
14,0.467,0,0,up,up,8.13,29.53,3.55,30.0,13.32,18.12,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,up,up,7.62,29.44,3.78,29.91,12.98,18.21,1,1,0,0,0,0,0,0,0,,
16,0.533,0,0,up,up,8.16,,4.27,29.91,13.05,,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,up,up,7.87,,4.82,29.91,13.04,,1,1,0,0,0,0,0,0,0,,
18,0.6,0,0,up,up,8.67,29.84,5.39,29.9,13.6,19.23,1,1,0,0,0,0,0,0,0,,
19,0.633,0,0,up,up,8.08,,6.04,29.9,13.14,,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,up,up,7.9,,6.66,29.9,12.24,,1,1,0,0,0,0,0,0,0,,
21,0.7,0,0,up,up,6.35,,6.89,29.9,11.75,,1,1,0,0,0,0,0,0,0,,
22,0.733,0,0,up,up,6.56,,7.1,29.9,12.21,,1,1,0,0,0,0,0,0,0,,
23,0.767,0,0,up,up,6.66,,7.3,29.9,13.1,,1,1,0,0,0,0,0,0,0,,
24,0.8,0,0,up,up,6.46,,7.44,29.9,13.12,,1,1,0,0,0,0,0,0,0,,
25,0.833,0,0,up,up,5.51,,7.33,29.9,12.99,,1,1,0,0,0,0,0,0,0,,
26,0.867,0,0,up,up,5.77,,7.13,29.9,12.61,,1,1,0,0,0,0,0,0,0,,
27,0.9,0,0,up,up,5.78,,6.98,29.9,12.6,,1,1,0,0,0,0,0,0,0,,
28,0.933,0,0,up,up,6.73,,6.86,29.9,12.94,,1,1,0,0,0,0,0,0,0,,
29,0.967,0,0,up,up,7.76,,6.85,29.9,12.34,,1,1,0,0,0,0,0,0,0,,
30,1.0,0,0,up,up,5.75,,6.61,29.9,11.24,,1,1,0,0,0,0,0,0,0,,
31,1.033,0,0,up,up,5.81,,6.42,29.9,11.72,,1,1,0,0,0,0,0,0,0,,
32,1.067,0,0,up,up,5.71,,6.24,29.9,12.06,,1,1,0,0,0,0,0,0,0,,
33,1.1,0,0,up,up,9.94,,6.54,29.9,12.44,,1,1,0,0,0,0,0,0,0,,
34,1.133,0,0,up,up,10.29,,6.85,29.9,12.3,,1,1,0,0,0,0,0,0,0,,
35,1.167,0,0,up,up,10.62,,7.18,29.9,11.34,,1,1,0,0,0,0,0,0,0,,
36,1.2,0,0,up,up,9.56,,7.44,29.9,11.67,,1,1,0,0,0,0,0,0,0,,
37,1.233,0,0,up,up,9.43,,7.76,29.9,9.44,,1,1,0,0,0,0,0,0,0,,
38,1.267,0,0,up,up,11.55,,8.24,29.9,10.22,,1,1,0,0,0,0,0,0,0,,
39,1.3,0,0,up,up,13.37,,8.88,29.9,9.33,,1,1,0,0,0,0,0,0,0,,
40,1.333,0,0,up,up,8.85,,9.05,29.9,9.84,,1,1,0,0,0,0,0,0,0,,
41,1.367,0,0,up,up,8.73,,9.13,29.9,9.88,,1,1,0,0,0,0,0,0,0,,
42,1.4,0,0,up,up,11.35,,9.6,29.9,9.73,,1,1,0,0,0,0,0,0,0,,
43,1.433,0,0,up,up,42.18,,12.63,29.9,13.24,,1,1,0,0,0,0,0,0,0,,
44,1.467,0,0,up,up,71.71,,18.13,29.9,15.94,,1,1,0,0,0,0,0,0,0,,
45,1.5,0,0,up,up,2.82,,17.54,29.9,16.6,,1,1,0,0,0,0,0,0,0,,
46,1.533,0,0,up,up,61.56,,21.81,29.9,16.02,,1,1,0,0,0,0,0,0,0,,
47,1.567,0,0,transition,up,67.97,,26.59,29.9,14.73,,1,1,0,0,0,0,0,0,0,,
48,1.6,0,0,transition,up,167.51,130.48,39.75,42.47,13.49,19.01,1,1,0,0,0,0,0,0,0,,
49,1.633,0,0,down,up,169.59,,,42.47,13.73,,1,1,0,0,0,0,0,0,0,,
50,1.667,0,0,down,transition,168.5,136.05,168.5,52.87,12.77,18.36,1,1,0,0,0,0,0,0,0,,
51,1.7,0,0,down,transition,171.32,136.97,169.91,61.28,12.63,17.87,1,1,0,0,0,0,0,0,0,,
52,1.733,0,0,down,transition,167.21,138.79,169.01,68.32,12.14,18.18,1,1,0,0,0,0,0,0,0,,
53,1.767,0,0,down,transition,168.94,140.45,168.99,74.34,11.55,18.14,1,1,0,0,0,0,0,0,0,,
54,1.8,0,0,down,transition,171.49,,169.49,74.34,12.23,,1,1,0,0,0,0,0,0,0,,
55,1.833,0,0,down,transition,173.93,,170.23,74.34,13.22,,1,1,0,0,0,0,0,0,0,,
56,1.867,0,0,down,transition,173.33,,170.67,74.34,13.58,,1,1,0,0,0,0,0,0,0,,
57,1.9,0,0,down,transition,174.28,,171.13,74.34,13.47,,1,1,0,0,0,0,0,0,0,,
58,1.933,0,0,down,transition,175.21,,171.58,74.34,13.49,,1,1,0,0,0,0,0,0,0,,
59,1.967,0,0,down,transition,175.15,,171.94,74.34,14.25,,1,1,0,0,0,0,0,0,0,,
60,2.0,0,0,down,transition,175.96,,172.3,74.34,14.23,,1,1,0,0,0,0,0,0,0,,
61,2.033,0,0,down,transition,177.62,,172.74,74.34,14.49,,1,1,0,0,0,0,0,0,0,,
62,2.067,0,0,down,transition,176.63,,173.42,74.34,14.51,,1,1,0,0,0,0,0,0,0,,
63,2.1,0,0,down,transition,175.5,,173.77,74.34,14.4,,1,1,0,0,0,0,0,0,0,,
64,2.133,0,0,down,transition,176.55,,174.55,74.34,14.48,,1,1,0,0,0,0,0,0,0,,
65,2.167,0,0,down,transition,176.84,,175.21,74.34,14.42,,1,1,0,0,0,0,0,0,0,,
66,2.2,0,0,down,transition,176.92,,175.66,74.34,14.29,,1,1,0,0,0,0,0,0,0,,
67,2.233,0,0,down,transition,176.42,,175.87,74.34,13.98,,1,1,0,0,0,0,0,0,0,,
68,2.267,0,0,down,transition,175.86,,176.08,74.34,13.9,,1,1,0,0,0,0,0,0,0,,
69,2.3,0,0,down,transition,175.92,,176.21,74.34,14.52,,1,1,0,0,0,0,0,0,0,,
70,2.333,0,0,down,transition,176.07,,176.29,74.34,14.9,,1,1,0,0,0,0,0,0,0,,
71,2.367,0,0,down,transition,176.03,,176.36,74.34,14.76,,1,1,0,0,0,0,0,0,0,,
72,2.4,0,0,down,transition,175.84,,176.35,74.34,14.89,,1,1,0,0,0,0,0,0,0,,
73,2.433,0,0,down,transition,175.89,,176.21,74.34,14.8,,1,1,0,0,0,0,0,0,0,,
74,2.467,0,0,down,transition,176.02,,176.16,74.34,14.57,,1,1,0,0,0,0,0,0,0,,
75,2.5,0,0,down,transition,176.26,,176.22,74.34,14.68,,1,1,0,0,0,0,0,0,0,,
76,2.533,0,0,down,transition,177.29,,176.28,74.34,15.1,,1,1,0,0,0,0,0,0,0,,
77,2.567,0,0,down,transition,177.44,,176.33,74.34,15.19,,1,1,0,0,0,0,0,0,0,,
78,2.6,0,0,down,transition,177.96,,176.42,74.34,15.21,,1,1,0,0,0,0,0,0,0,,
79,2.633,0,0,down,transition,179.56,,176.68,74.34,15.64,,1,1,0,0,0,0,0,0,0,,
80,2.667,0,0,down,transition,178.81,,176.92,74.34,15.57,,1,1,0,0,0,0,0,0,0,,
81,2.7,0,0,down,transition,179.3,,177.21,74.34,15.64,,1,1,0,0,0,0,0,0,0,,
82,2.733,0,0,down,transition,178.5,,177.41,74.34,15.03,,1,1,0,0,0,0,0,0,0,,
83,2.767,0,0,down,transition,179.35,,177.69,74.34,15.93,,1,1,0,0,0,0,0,0,0,,
84,2.8,0,0,down,transition,179.11,,177.96,74.34,15.61,,1,1,0,0,0,0,0,0,0,,
85,2.833,0,0,down,transition,178.3,,178.16,74.34,16.08,,1,1,0,0,0,0,0,0,0,,
86,2.867,0,0,down,transition,178.46,,178.36,74.34,16.47,,1,1,0,0,0,0,0,0,0,,
87,2.9,0,0,down,transition,178.77,,178.57,74.34,16.11,,1,1,0,0,0,0,0,0,0,,
88,2.933,0,0,down,transition,177.57,,178.59,74.34,15.94,,1,1,0,0,0,0,0,0,0,,
89,2.967,0,0,down,transition,176.16,,178.49,74.34,16.01,,1,1,0,0,0,0,0,0,0,,
90,3.0,0,0,down,transition,175.18,,178.26,74.34,15.98,,1,1,0,0,0,0,0,0,0,,
91,3.033,0,0,down,transition,173.9,,177.79,74.34,16.82,,1,1,0,0,0,0,0,0,0,,
92,3.067,0,0,down,transition,171.95,,177.21,74.34,16.54,,1,1,0,0,0,0,0,0,0,,
93,3.1,0,0,down,transition,171.68,,176.58,74.34,16.28,,1,1,0,0,0,0,0,0,0,,
94,3.133,0,0,down,transition,171.56,,176.0,74.34,15.93,,1,1,0,0,0,0,0,0,0,,
95,3.167,0,0,down,transition,166.73,,174.95,74.34,16.67,,1,1,0,0,0,0,0,0,0,,
96,3.2,0,0,down,transition,158.82,,173.26,74.34,17.6,,1,1,0,0,0,0,0,0,0,,
97,3.233,0,0,transition,transition,146.99,,170.65,74.34,17.42,,1,1,0,0,0,0,0,0,0,,
98,3.267,0,0,transition,transition,120.8,,165.84,74.34,16.51,,1,1,0,0,0,0,0,0,0,,
99,3.3,0,0,transition,transition,97.29,,159.05,74.34,18.8,,1,1,0,0,0,0,0,0,0,,
100,3.333,0,0,transition,transition,109.36,,153.37,74.34,19.53,,1,1,0,0,0,0,0,0,0,,
101,3.367,0,0,transition,transition,75.32,,144.96,74.34,19.0,,1,1,0,0,0,0,0,0,0,,
102,3.4,0,0,transition,transition,57.65,,135.17,74.34,14.92,,1,1,0,0,0,0,0,0,0,,
103,3.433,0,0,transition,transition,36.58,,123.73,74.34,15.61,,1,1,0,0,0,0,0,0,0,,
104,3.467,0,0,up,transition,30.34,,111.93,74.34,17.84,,1,1,0,0,0,0,0,0,0,,
105,3.5,0,0,up,transition,3.71,,97.93,74.34,15.31,,1,1,0,0,0,0,0,0,0,,
106,3.533,0,0,up,transition,11.15,,84.56,74.34,13.4,,1,1,0,0,0,0,0,0,0,,
107,3.567,0,0,up,transition,11.89,,71.66,74.34,13.25,,1,1,0,0,0,0,0,0,0,,
108,3.6,0,0,up,transition,8.56,,59.14,74.34,13.33,,1,1,0,0,0,0,0,0,0,,
