frame,time_s,left_cycle_index,right_cycle_index,left_state,right_state,left_angle_raw_deg,right_angle_raw_deg,left_angle_smoothed_deg,right_angle_smoothed_deg,left_torso_arm_angle_deg,right_torso_arm_angle_deg,left_aligned,right_aligned,left_reps,right_reps,left_correct_reps,right_correct_reps,left_incorrect_reps,right_incorrect_reps,total_reps,left_last_rep_reasons,right_last_rep_reasons
1,0.033,0,0,unknown,unknown,13.88,57.82,13.88,57.82,22.89,17.0,1,1,0,0,0,0,0,0,0,,
2,0.067,0,0,up,transition,14.51,61.08,14.2,59.45,21.21,18.34,1,1,0,0,0,0,0,0,0,,
3,0.1,0,0,up,transition,17.3,64.26,15.23,61.05,20.89,18.53,1,1,0,0,0,0,0,0,0,,
4,0.133,0,0,up,transition,25.04,63.91,17.68,61.77,22.04,17.61,1,1,0,0,0,0,0,0,0,,
5,0.167,0,0,up,transition,29.76,68.77,20.1,63.17,22.14,18.14,1,1,0,0,0,0,0,0,0,,
6,0.2,0,0,up,transition,29.19,70.98,21.62,64.47,22.68,17.96,1,1,0,0,0,0,0,0,0,,
7,0.233,0,0,up,transition,35.03,76.46,23.53,66.18,22.2,19.05,1,1,0,0,0,0,0,0,0,,
8,0.267,0,0,up,transition,39.53,82.43,25.53,68.21,22.79,19.64,1,0,0,0,0,0,0,0,0,,
9,0.3,0,0,up,transition,43.19,89.14,27.49,70.54,23.01,21.25,1,0,0,0,0,0,0,0,0,,
10,0.333,0,0,up,transition,52.55,90.79,30.0,72.56,24.02,20.13,1,0,0,0,0,0,0,0,0,,
11,0.367,0,0,up,transition,70.01,95.87,33.64,74.68,24.77,20.12,1,0,0,0,0,0,0,0,0,,
12,0.4,0,0,transition,transition,80.16,101.67,37.51,76.93,24.86,20.35,1,0,0,0,0,0,0,0,0,,
13,0.433,0,0,transition,transition,85.78,104.77,43.51,80.84,25.31,20.44,1,0,0,0,0,0,0,0,0,,
14,0.467,0,0,transition,transition,88.85,109.54,49.7,84.88,25.71,19.35,1,1,0,0,0,0,0,0,0,,
15,0.5,0,0,transition,transition,84.22,115.69,55.28,89.17,23.29,18.16,1,1,0,0,0,0,0,0,0,,
16,0.533,0,0,transition,transition,98.92,118.15,61.43,93.69,22.62,17.53,1,1,0,0,0,0,0,0,0,,
17,0.567,0,0,transition,transition,116.38,123.9,68.65,98.28,23.19,18.23,1,1,0,0,0,0,0,0,0,,
18,0.6,0,0,transition,transition,120.69,127.46,76.28,102.99,24.58,16.03,1,1,0,0,0,0,0,0,0,,
19,0.633,0,0,transition,transition,126.09,134.9,83.86,107.86,25.71,17.13,1,1,0,0,0,0,0,0,0,,
20,0.667,0,0,transition,transition,131.75,137.76,91.55,112.47,27.04,17.71,0,1,0,0,0,0,0,0,0,,
